time,Temp_DE,Temp_DK,Temp_SE,Temp_NO
2015-07-01 06:00:00+00:00,20.241,17.049,18.405,15.457
2015-07-01 07:00:00+00:00,22.957,18.37,19.565,16.753
2015-07-01 08:00:00+00:00,25.014,19.432,20.369,17.83
2015-07-01 09:00:00+00:00,26.471,20.282,21.131,18.712
2015-07-01 10:00:00+00:00,27.552,20.931,21.719,19.442
2015-07-01 11:00:00+00:00,28.359,21.37,22.071,19.954
2015-07-01 12:00:00+00:00,28.93,21.619,22.204,20.253
2015-07-01 13:00:00+00:00,29.232,21.688,22.17,20.356
2015-07-01 14:00:00+00:00,29.254,21.568,22.008,20.293
2015-07-01 15:00:00+00:00,28.985,21.282,21.981,20.038
2015-07-01 16:00:00+00:00,28.434,20.802,21.772,19.531
2015-07-01 17:00:00+00:00,27.188,20.032,21.117,18.785
2015-07-01 18:00:00+00:00,24.407,18.816,19.552,17.773
2015-07-01 19:00:00+00:00,21.849,17.227,18.035,16.426
2015-07-01 20:00:00+00:00,20.866,16.309,17.072,15.081
2015-07-01 21:00:00+00:00,20.123,15.861,16.46,14.26
2015-07-01 22:00:00+00:00,19.401,15.443,15.912,13.647
2015-07-01 23:00:00+00:00,18.738,15.08,15.415,13.173
2015-07-02 00:00:00+00:00,18.121,14.775,14.996,12.791
2015-07-02 01:00:00+00:00,17.577,14.544,14.687,12.457
2015-07-02 02:00:00+00:00,17.089,14.411,14.834,12.438
2015-07-02 03:00:00+00:00,16.932,15.068,15.816,13.327
2015-07-02 04:00:00+00:00,18.158,16.066,17.058,14.357
2015-07-02 05:00:00+00:00,19.995,17.243,18.595,15.593
2015-07-02 06:00:00+00:00,22.653,18.621,20.198,16.967
2015-07-02 07:00:00+00:00,25.623,19.744,21.349,18.154
2015-07-02 08:00:00+00:00,27.828,20.601,22.259,19.119
2015-07-02 09:00:00+00:00,29.352,21.251,22.988,19.932
2015-07-02 10:00:00+00:00,30.479,21.723,23.572,20.583
2015-07-02 11:00:00+00:00,31.309,21.987,23.965,21.036
2015-07-02 12:00:00+00:00,31.844,22.072,24.163,21.289
2015-07-02 13:00:00+00:00,32.093,22.026,24.167,21.341
2015-07-02 14:00:00+00:00,32.014,21.826,23.976,21.188
2015-07-02 15:00:00+00:00,31.696,21.425,23.605,20.92
2015-07-02 16:00:00+00:00,31.075,20.776,23.024,20.44
2015-07-02 17:00:00+00:00,29.658,19.869,22.027,19.671
2015-07-02 18:00:00+00:00,26.728,18.718,20.553,18.594
2015-07-02 19:00:00+00:00,24.267,17.454,18.929,17.107
2015-07-02 20:00:00+00:00,23.147,16.533,17.913,15.817
2015-07-02 21:00:00+00:00,22.212,16.072,17.332,15.176
2015-07-02 22:00:00+00:00,21.302,15.763,16.861,14.724
2015-07-02 23:00:00+00:00,20.484,15.549,16.47,14.348
2015-07-03 00:00:00+00:00,19.81,15.391,16.123,13.965
2015-07-03 01:00:00+00:00,19.196,15.269,15.856,13.597
2015-07-03 02:00:00+00:00,18.683,15.181,15.791,13.468
2015-07-03 03:00:00+00:00,18.499,15.73,16.395,14.052
2015-07-03 04:00:00+00:00,19.527,16.716,17.42,14.839
2015-07-03 05:00:00+00:00,21.064,17.764,18.711,15.743
2015-07-03 06:00:00+00:00,23.203,19.098,19.953,16.647
2015-07-03 07:00:00+00:00,25.561,20.41,21.057,17.501
2015-07-03 08:00:00+00:00,27.624,21.437,21.98,18.278
2015-07-03 09:00:00+00:00,29.149,22.232,22.745,18.795
2015-07-03 10:00:00+00:00,30.275,22.799,23.365,19.15
2015-07-03 11:00:00+00:00,31.091,23.09,23.817,19.302
2015-07-03 12:00:00+00:00,31.649,23.2,24.099,19.325
2015-07-03 13:00:00+00:00,31.93,23.258,24.19,19.248
2015-07-03 14:00:00+00:00,31.897,23.362,24.086,18.912
2015-07-03 15:00:00+00:00,31.629,23.479,23.719,18.38
2015-07-03 16:00:00+00:00,31.045,23.391,23.055,17.849
2015-07-03 17:00:00+00:00,29.771,23.05,22.101,17.323
2015-07-03 18:00:00+00:00,27.339,21.966,20.794,16.67
2015-07-03 19:00:00+00:00,25.096,20.311,19.386,15.703
2015-07-03 20:00:00+00:00,23.807,19.174,18.559,14.596
2015-07-03 21:00:00+00:00,22.897,18.452,18.199,13.93
2015-07-03 22:00:00+00:00,22.156,17.835,17.923,13.371
2015-07-03 23:00:00+00:00,21.493,17.406,17.704,12.985
2015-07-04 00:00:00+00:00,20.916,17.143,17.541,12.688
2015-07-04 01:00:00+00:00,20.436,16.914,17.341,12.457
2015-07-04 02:00:00+00:00,20.038,16.637,17.3,12.333
2015-07-04 03:00:00+00:00,19.974,16.695,17.758,12.879
2015-07-04 04:00:00+00:00,21.399,17.542,18.524,13.737
2015-07-04 05:00:00+00:00,23.06,18.206,19.412,14.742
2015-07-04 06:00:00+00:00,25.076,19.317,20.522,16.071
2015-07-04 07:00:00+00:00,27.779,21.043,21.651,17.366
2015-07-04 08:00:00+00:00,29.98,22.745,22.574,18.407
2015-07-04 09:00:00+00:00,31.609,23.669,23.218,19.249
2015-07-04 10:00:00+00:00,32.792,24.215,23.643,19.833
2015-07-04 11:00:00+00:00,33.606,24.676,23.957,20.084
2015-07-04 12:00:00+00:00,34.086,25.059,24.17,20.147
2015-07-04 13:00:00+00:00,34.29,25.278,24.217,20.047
2015-07-04 14:00:00+00:00,34.162,25.287,24.116,19.713
2015-07-04 15:00:00+00:00,33.764,25.003,23.774,19.27
2015-07-04 16:00:00+00:00,32.947,24.61,23.457,18.617
2015-07-04 17:00:00+00:00,31.18,23.891,22.572,17.839
2015-07-04 18:00:00+00:00,28.474,22.493,20.955,16.803
2015-07-04 19:00:00+00:00,26.259,21.111,19.506,15.668
2015-07-04 20:00:00+00:00,24.927,20.215,18.492,14.596
2015-07-04 21:00:00+00:00,23.865,19.761,17.917,13.956
2015-07-04 22:00:00+00:00,23.092,19.406,17.609,13.622
2015-07-04 23:00:00+00:00,22.406,18.974,17.357,13.495
2015-07-05 00:00:00+00:00,21.749,18.643,17.094,13.437
2015-07-05 01:00:00+00:00,21.137,18.413,16.83,13.403
2015-07-05 02:00:00+00:00,20.623,18.267,16.711,13.483
2015-07-05 03:00:00+00:00,20.325,18.371,16.983,13.849
2015-07-05 04:00:00+00:00,21.203,18.732,17.585,14.755
2015-07-05 05:00:00+00:00,22.508,19.083,18.463,15.813
2015-07-05 06:00:00+00:00,24.529,19.692,19.678,17.028
2015-07-05 07:00:00+00:00,27.223,20.672,20.952,18.092
2015-07-05 08:00:00+00:00,29.443,22.001,21.887,19.013
2015-07-05 09:00:00+00:00,30.872,23.464,22.802,19.762
2015-07-05 10:00:00+00:00,31.912,24.554,23.599,20.299
2015-07-05 11:00:00+00:00,32.637,25.171,24.106,20.526
2015-07-05 12:00:00+00:00,33.032,25.565,24.318,20.441
2015-07-05 13:00:00+00:00,33.286,25.728,24.413,20.367
2015-07-05 14:00:00+00:00,33.37,25.61,24.278,20.311
2015-07-05 15:00:00+00:00,32.903,25.141,24.08,20.251
2015-07-05 16:00:00+00:00,31.95,24.19,23.252,19.876
2015-07-05 17:00:00+00:00,30.05,22.872,21.814,19.196
2015-07-05 18:00:00+00:00,27.132,21.504,20.086,18.022
2015-07-05 19:00:00+00:00,24.714,20.391,18.616,16.549
2015-07-05 20:00:00+00:00,23.179,19.687,17.733,15.583
2015-07-05 21:00:00+00:00,21.99,19.247,17.138,15.082
2015-07-05 22:00:00+00:00,20.995,18.954,16.736,14.649
2015-07-05 23:00:00+00:00,20.029,18.646,16.419,14.44
2015-07-06 00:00:00+00:00,19.124,18.262,16.197,14.354
2015-07-06 01:00:00+00:00,18.298,17.685,16.084,14.249
2015-07-06 02:00:00+00:00,17.483,16.944,16.148,14.263
2015-07-06 03:00:00+00:00,16.814,16.261,16.349,14.45
2015-07-06 04:00:00+00:00,16.883,15.856,16.548,14.664
2015-07-06 05:00:00+00:00,17.543,15.993,16.638,14.886
2015-07-06 06:00:00+00:00,18.848,16.584,16.743,15.14
2015-07-06 07:00:00+00:00,20.362,17.222,16.994,15.315
2015-07-06 08:00:00+00:00,21.754,17.667,17.386,15.416
2015-07-06 09:00:00+00:00,23.013,17.928,17.631,15.551
2015-07-06 10:00:00+00:00,24.077,18.119,17.75,15.805
2015-07-06 11:00:00+00:00,24.911,18.155,17.776,15.99
2015-07-06 12:00:00+00:00,25.489,18.178,17.787,15.92
2015-07-06 13:00:00+00:00,25.788,18.071,17.726,15.564
2015-07-06 14:00:00+00:00,25.825,17.871,17.639,14.986
2015-07-06 15:00:00+00:00,25.607,17.641,17.495,14.468
2015-07-06 16:00:00+00:00,25.101,17.322,17.207,14.007
2015-07-06 17:00:00+00:00,24.281,16.839,16.641,13.483
2015-07-06 18:00:00+00:00,22.412,16.165,15.898,12.892
2015-07-06 19:00:00+00:00,20.421,15.497,15.121,12.276
2015-07-06 20:00:00+00:00,19.326,15.033,14.63,11.692
2015-07-06 21:00:00+00:00,18.4,14.681,14.316,11.229
2015-07-06 22:00:00+00:00,17.582,14.353,13.992,10.854
2015-07-06 23:00:00+00:00,16.871,14.117,13.734,10.549
2015-07-07 00:00:00+00:00,16.26,13.919,13.537,10.357
2015-07-07 01:00:00+00:00,15.744,13.702,13.397,10.204
2015-07-07 02:00:00+00:00,15.342,13.556,13.345,10.091
2015-07-07 03:00:00+00:00,15.374,13.846,13.561,10.225
2015-07-07 04:00:00+00:00,17.381,14.55,13.978,10.663
2015-07-07 05:00:00+00:00,19.355,15.416,14.628,11.293
2015-07-07 06:00:00+00:00,21.749,16.356,15.358,11.977
2015-07-07 07:00:00+00:00,24.632,17.308,16.025,12.7
2015-07-07 08:00:00+00:00,26.54,18.228,16.719,13.491
2015-07-07 09:00:00+00:00,27.875,19.078,17.407,14.283
2015-07-07 10:00:00+00:00,28.923,19.828,18.009,14.903
2015-07-07 11:00:00+00:00,29.736,20.441,18.441,15.268
2015-07-07 12:00:00+00:00,30.337,20.856,18.592,15.428
2015-07-07 13:00:00+00:00,30.615,20.981,18.657,15.504
2015-07-07 14:00:00+00:00,30.381,20.645,18.542,15.315
2015-07-07 15:00:00+00:00,29.49,20.078,18.379,14.85
2015-07-07 16:00:00+00:00,28.193,19.567,18.055,14.217
2015-07-07 17:00:00+00:00,26.48,19.012,17.486,13.526
2015-07-07 18:00:00+00:00,24.423,18.244,16.682,12.82
2015-07-07 19:00:00+00:00,22.66,17.419,15.83,12.208
2015-07-07 20:00:00+00:00,21.417,16.957,15.209,11.743
2015-07-07 21:00:00+00:00,20.333,16.637,14.832,11.393
2015-07-07 22:00:00+00:00,19.414,16.349,14.477,11.174
2015-07-07 23:00:00+00:00,18.496,16.055,14.189,10.975
2015-07-08 00:00:00+00:00,17.631,15.723,13.965,10.8
2015-07-08 01:00:00+00:00,16.855,15.421,13.855,10.627
2015-07-08 02:00:00+00:00,16.14,15.267,13.843,10.525
2015-07-08 03:00:00+00:00,15.557,15.391,14.126,10.63
2015-07-08 04:00:00+00:00,15.572,15.591,14.519,10.969
2015-07-08 05:00:00+00:00,16.077,15.913,14.969,11.53
2015-07-08 06:00:00+00:00,16.947,16.323,15.475,11.88
2015-07-08 07:00:00+00:00,17.953,16.819,16.05,12.416
2015-07-08 08:00:00+00:00,18.958,17.229,16.425,12.839
2015-07-08 09:00:00+00:00,19.755,17.384,16.639,13.216
2015-07-08 10:00:00+00:00,20.311,17.42,16.86,13.268
2015-07-08 11:00:00+00:00,20.657,17.326,17.109,13.185
2015-07-08 12:00:00+00:00,20.836,17.163,17.181,13.152
2015-07-08 13:00:00+00:00,20.877,17.015,17.002,12.99
2015-07-08 14:00:00+00:00,20.704,16.779,16.64,12.704
2015-07-08 15:00:00+00:00,20.277,16.445,16.216,12.368
2015-07-08 16:00:00+00:00,19.601,16.15,15.789,11.984
2015-07-08 17:00:00+00:00,18.665,15.75,15.34,11.506
2015-07-08 18:00:00+00:00,17.412,15.158,14.786,10.926
2015-07-08 19:00:00+00:00,16.004,14.446,14.097,10.312
2015-07-08 20:00:00+00:00,15.207,13.838,13.514,9.735
2015-07-08 21:00:00+00:00,14.684,13.34,13.176,9.339
2015-07-08 22:00:00+00:00,14.265,12.825,12.899,9.068
2015-07-08 23:00:00+00:00,13.857,12.364,12.571,8.847
2015-07-09 00:00:00+00:00,13.426,12.006,12.284,8.669
2015-07-09 01:00:00+00:00,12.933,11.701,12.073,8.52
2015-07-09 02:00:00+00:00,12.415,11.413,12.049,8.387
2015-07-09 03:00:00+00:00,11.989,11.287,12.345,8.388
2015-07-09 04:00:00+00:00,12.228,11.487,12.641,8.585
2015-07-09 05:00:00+00:00,12.937,11.903,13.138,8.966
2015-07-09 06:00:00+00:00,13.948,12.397,13.658,9.5
2015-07-09 07:00:00+00:00,15.104,12.866,14.135,10.158
2015-07-09 08:00:00+00:00,16.212,13.317,14.555,10.87
2015-07-09 09:00:00+00:00,17.075,13.613,14.853,11.573
2015-07-09 10:00:00+00:00,17.711,13.805,15.045,12.28
2015-07-09 11:00:00+00:00,18.205,14.023,15.158,12.934
2015-07-09 12:00:00+00:00,18.521,14.191,15.003,13.38
2015-07-09 13:00:00+00:00,18.639,14.343,14.771,13.525
2015-07-09 14:00:00+00:00,18.51,14.455,14.506,13.441
2015-07-09 15:00:00+00:00,18.156,14.312,14.277,13.143
2015-07-09 16:00:00+00:00,17.531,13.992,13.991,12.637
2015-07-09 17:00:00+00:00,16.598,13.529,13.627,11.943
2015-07-09 18:00:00+00:00,15.184,12.909,13.128,11.022
2015-07-09 19:00:00+00:00,13.248,12.15,12.513,9.949
2015-07-09 20:00:00+00:00,12.137,11.588,12.088,9.127
2015-07-09 21:00:00+00:00,11.312,11.329,11.824,8.792
2015-07-09 22:00:00+00:00,10.666,11.167,11.599,8.478
2015-07-09 23:00:00+00:00,10.139,10.999,11.345,8.198
2015-07-10 00:00:00+00:00,9.709,10.87,11.056,8.017
2015-07-10 01:00:00+00:00,9.336,10.798,10.782,7.807
2015-07-10 02:00:00+00:00,8.993,10.775,10.595,7.659
2015-07-10 03:00:00+00:00,8.819,10.868,10.538,7.834
2015-07-10 04:00:00+00:00,9.944,11.28,10.732,8.346
2015-07-10 05:00:00+00:00,11.728,11.937,11.228,9.081
2015-07-10 06:00:00+00:00,13.763,12.717,11.895,9.893
2015-07-10 07:00:00+00:00,15.402,13.508,12.59,10.765
2015-07-10 08:00:00+00:00,16.855,14.233,13.218,11.663
2015-07-10 09:00:00+00:00,18.177,14.852,13.794,12.518
2015-07-10 10:00:00+00:00,19.323,15.335,14.328,13.275
2015-07-10 11:00:00+00:00,20.319,15.691,14.836,13.865
2015-07-10 12:00:00+00:00,21.059,15.858,15.264,14.263
2015-07-10 13:00:00+00:00,21.515,15.848,15.536,14.518
2015-07-10 14:00:00+00:00,21.663,15.667,15.724,14.571
2015-07-10 15:00:00+00:00,21.538,15.344,15.774,14.415
2015-07-10 16:00:00+00:00,21.1,14.86,15.565,14.079
2015-07-10 17:00:00+00:00,20.265,14.213,15.074,13.522
2015-07-10 18:00:00+00:00,18.167,13.394,14.274,12.553
2015-07-10 19:00:00+00:00,15.592,12.325,13.293,11.202
2015-07-10 20:00:00+00:00,14.502,11.441,12.635,10.023
2015-07-10 21:00:00+00:00,13.72,10.989,12.275,9.508
2015-07-10 22:00:00+00:00,13.037,10.61,12.026,9.154
2015-07-10 23:00:00+00:00,12.412,10.297,11.804,8.919
2015-07-11 00:00:00+00:00,11.853,10.07,11.573,8.659
2015-07-11 01:00:00+00:00,11.345,9.904,11.359,8.42
2015-07-11 02:00:00+00:00,10.96,9.771,11.229,8.292
2015-07-11 03:00:00+00:00,10.933,10.372,11.661,8.693
2015-07-11 04:00:00+00:00,12.533,11.797,12.409,9.488
2015-07-11 05:00:00+00:00,14.446,12.847,13.298,10.408
2015-07-11 06:00:00+00:00,16.853,13.863,14.45,11.444
2015-07-11 07:00:00+00:00,19.551,14.734,15.683,12.462
2015-07-11 08:00:00+00:00,21.706,15.494,16.765,13.339
2015-07-11 09:00:00+00:00,23.376,16.086,17.642,14.075
2015-07-11 10:00:00+00:00,24.615,16.438,18.295,14.718
2015-07-11 11:00:00+00:00,25.524,16.644,18.774,15.255
2015-07-11 12:00:00+00:00,26.118,16.746,19.033,15.546
2015-07-11 13:00:00+00:00,26.422,16.826,19.018,15.651
2015-07-11 14:00:00+00:00,26.475,16.864,18.843,15.576
2015-07-11 15:00:00+00:00,26.269,16.795,18.492,15.414
2015-07-11 16:00:00+00:00,25.705,16.64,18.138,15.181
2015-07-11 17:00:00+00:00,24.543,16.347,17.487,14.762
2015-07-11 18:00:00+00:00,21.982,15.74,16.342,14.046
2015-07-11 19:00:00+00:00,19.574,14.923,15.329,13.102
2015-07-11 20:00:00+00:00,18.54,14.344,14.769,12.314
2015-07-11 21:00:00+00:00,17.694,13.963,14.395,11.889
2015-07-11 22:00:00+00:00,16.857,13.581,14.018,11.612
2015-07-11 23:00:00+00:00,16.127,13.305,13.615,11.381
2015-07-12 00:00:00+00:00,15.533,13.212,13.247,11.25
2015-07-12 01:00:00+00:00,15.017,12.999,12.937,11.154
2015-07-12 02:00:00+00:00,14.518,12.741,12.739,11.11
2015-07-12 03:00:00+00:00,14.254,12.877,13.172,11.478
2015-07-12 04:00:00+00:00,15.405,13.901,13.969,12.341
2015-07-12 05:00:00+00:00,16.861,14.744,15.017,13.398
2015-07-12 06:00:00+00:00,18.824,15.748,16.081,14.364
2015-07-12 07:00:00+00:00,20.563,16.539,16.924,15.238
2015-07-12 08:00:00+00:00,21.707,16.997,17.611,15.935
2015-07-12 09:00:00+00:00,22.531,17.312,18.222,16.455
2015-07-12 10:00:00+00:00,22.971,17.566,18.501,16.804
2015-07-12 11:00:00+00:00,23.016,17.895,18.53,17.116
2015-07-12 12:00:00+00:00,22.778,18.207,18.414,17.181
2015-07-12 13:00:00+00:00,22.343,18.357,18.081,16.902
2015-07-12 14:00:00+00:00,21.651,18.32,17.705,16.564
2015-07-12 15:00:00+00:00,20.757,18.137,17.266,16.298
2015-07-12 16:00:00+00:00,19.777,17.743,16.823,15.896
2015-07-12 17:00:00+00:00,18.673,17.173,16.187,15.288
2015-07-12 18:00:00+00:00,17.526,16.397,15.27,14.543
2015-07-12 19:00:00+00:00,16.43,15.363,14.087,13.629
2015-07-12 20:00:00+00:00,15.808,14.693,13.408,12.71
2015-07-12 21:00:00+00:00,15.409,14.368,13.024,12.166
2015-07-12 22:00:00+00:00,15.035,14.025,12.731,11.73
2015-07-12 23:00:00+00:00,14.699,13.68,12.502,11.425
2015-07-13 00:00:00+00:00,14.451,13.423,12.299,11.157
2015-07-13 01:00:00+00:00,14.23,13.2,12.08,10.952
2015-07-13 02:00:00+00:00,14.033,13.027,12.05,10.843
2015-07-13 03:00:00+00:00,13.927,13.258,12.667,11.299
2015-07-13 04:00:00+00:00,14.503,14.207,13.422,12.215
2015-07-13 05:00:00+00:00,15.347,14.813,14.249,13.339
2015-07-13 06:00:00+00:00,16.418,15.459,15.107,14.251
2015-07-13 07:00:00+00:00,17.472,16.224,15.93,15.021
2015-07-13 08:00:00+00:00,18.412,16.953,16.693,15.619
2015-07-13 09:00:00+00:00,19.151,17.485,17.219,16.223
2015-07-13 10:00:00+00:00,19.653,17.836,17.539,16.504
2015-07-13 11:00:00+00:00,19.929,17.975,17.662,16.431
2015-07-13 12:00:00+00:00,20.052,17.898,17.749,16.344
2015-07-13 13:00:00+00:00,20.087,17.762,17.66,16.093
2015-07-13 14:00:00+00:00,19.983,17.659,17.388,15.775
2015-07-13 15:00:00+00:00,19.71,17.431,17.1,15.456
2015-07-13 16:00:00+00:00,19.291,16.954,16.774,15.055
2015-07-13 17:00:00+00:00,18.668,16.411,16.143,14.476
2015-07-13 18:00:00+00:00,17.663,15.652,15.176,13.699
2015-07-13 19:00:00+00:00,16.544,14.531,14.247,12.64
2015-07-13 20:00:00+00:00,16.066,13.833,13.695,11.786
2015-07-13 21:00:00+00:00,15.774,13.492,13.362,11.454
2015-07-13 22:00:00+00:00,15.507,13.124,13.032,11.203
2015-07-13 23:00:00+00:00,15.289,12.661,12.635,10.98
2015-07-14 00:00:00+00:00,15.112,12.234,12.283,10.775
2015-07-14 01:00:00+00:00,14.956,11.86,12.013,10.588
2015-07-14 02:00:00+00:00,14.838,11.613,11.991,10.471
2015-07-14 03:00:00+00:00,14.828,11.998,12.719,10.723
2015-07-14 04:00:00+00:00,15.509,13.537,13.859,11.443
2015-07-14 05:00:00+00:00,16.451,14.546,14.991,12.404
2015-07-14 06:00:00+00:00,17.592,15.47,15.871,13.144
2015-07-14 07:00:00+00:00,18.752,16.372,16.729,13.843
2015-07-14 08:00:00+00:00,19.919,17.092,17.483,14.622
2015-07-14 09:00:00+00:00,20.977,17.668,18.143,15.346
2015-07-14 10:00:00+00:00,21.937,18.14,18.679,15.62
2015-07-14 11:00:00+00:00,22.739,18.483,19.048,15.868
2015-07-14 12:00:00+00:00,23.23,18.664,19.234,16.125
2015-07-14 13:00:00+00:00,23.302,18.671,19.27,16.062
2015-07-14 14:00:00+00:00,23.165,18.508,19.039,15.914
2015-07-14 15:00:00+00:00,22.788,18.166,18.622,15.668
2015-07-14 16:00:00+00:00,22.135,17.64,18.188,15.235
2015-07-14 17:00:00+00:00,21.21,16.903,17.396,14.931
2015-07-14 18:00:00+00:00,19.742,15.867,16.093,13.948
2015-07-14 19:00:00+00:00,18.062,14.642,14.814,13.058
2015-07-14 20:00:00+00:00,17.169,13.864,13.986,12.354
2015-07-14 21:00:00+00:00,16.45,13.366,13.452,11.849
2015-07-14 22:00:00+00:00,15.78,12.88,13.006,11.477
2015-07-14 23:00:00+00:00,15.16,12.483,12.592,11.169
2015-07-15 00:00:00+00:00,14.654,12.196,12.235,10.875
2015-07-15 01:00:00+00:00,14.235,12.022,11.986,10.639
2015-07-15 02:00:00+00:00,13.903,11.919,12.002,10.473
2015-07-15 03:00:00+00:00,13.742,12.166,12.912,10.695
2015-07-15 04:00:00+00:00,14.869,12.876,13.891,11.251
2015-07-15 05:00:00+00:00,16.374,13.691,15.05,11.995
2015-07-15 06:00:00+00:00,18.013,14.508,16.188,13.015
2015-07-15 07:00:00+00:00,19.614,15.23,17.158,13.673
2015-07-15 08:00:00+00:00,21.171,15.788,17.836,14.374
2015-07-15 09:00:00+00:00,22.539,16.303,18.306,14.974
2015-07-15 10:00:00+00:00,23.686,16.808,18.52,15.173
2015-07-15 11:00:00+00:00,24.591,17.213,18.699,15.076
2015-07-15 12:00:00+00:00,25.181,17.456,18.765,15.069
2015-07-15 13:00:00+00:00,25.452,17.547,18.65,15.083
2015-07-15 14:00:00+00:00,25.395,17.467,18.363,14.915
2015-07-15 15:00:00+00:00,25.099,17.22,17.965,14.676
2015-07-15 16:00:00+00:00,24.532,16.816,17.422,14.541
2015-07-15 17:00:00+00:00,23.662,16.206,16.677,13.713
2015-07-15 18:00:00+00:00,21.936,15.175,15.654,12.848
2015-07-15 19:00:00+00:00,20.126,13.9,14.655,11.902
2015-07-15 20:00:00+00:00,19.108,13.196,14.003,11.035
2015-07-15 21:00:00+00:00,18.33,12.855,13.526,10.572
2015-07-15 22:00:00+00:00,17.674,12.582,13.086,10.231
2015-07-15 23:00:00+00:00,17.116,12.283,12.722,9.789
2015-07-16 00:00:00+00:00,16.633,12.03,12.418,9.373
2015-07-16 01:00:00+00:00,16.245,11.85,12.175,8.966
2015-07-16 02:00:00+00:00,15.876,11.689,12.095,8.606
2015-07-16 03:00:00+00:00,15.608,11.944,12.818,8.652
2015-07-16 04:00:00+00:00,16.629,12.875,13.695,9.133
2015-07-16 05:00:00+00:00,17.972,13.704,14.646,9.892
2015-07-16 06:00:00+00:00,19.923,14.525,15.628,10.817
2015-07-16 07:00:00+00:00,21.914,15.332,16.502,11.682
2015-07-16 08:00:00+00:00,23.572,16.117,17.201,12.417
2015-07-16 09:00:00+00:00,24.889,16.881,17.721,12.988
2015-07-16 10:00:00+00:00,25.91,17.513,18.059,13.48
2015-07-16 11:00:00+00:00,26.708,17.954,18.111,13.792
2015-07-16 12:00:00+00:00,27.281,18.208,18.032,14.01
2015-07-16 13:00:00+00:00,27.624,18.287,17.833,14.021
2015-07-16 14:00:00+00:00,27.668,18.182,17.539,13.854
2015-07-16 15:00:00+00:00,27.488,17.877,17.142,13.528
2015-07-16 16:00:00+00:00,27.111,17.377,16.641,13.028
2015-07-16 17:00:00+00:00,26.197,16.641,15.921,12.332
2015-07-16 18:00:00+00:00,23.889,15.396,14.962,11.41
2015-07-16 19:00:00+00:00,21.508,13.673,13.83,10.165
2015-07-16 20:00:00+00:00,20.372,12.735,13.201,8.989
2015-07-16 21:00:00+00:00,19.555,12.128,12.712,8.357
2015-07-16 22:00:00+00:00,18.96,11.54,12.24,7.995
2015-07-16 23:00:00+00:00,18.466,11.043,11.818,7.725
2015-07-17 00:00:00+00:00,17.992,10.656,11.369,7.449
2015-07-17 01:00:00+00:00,17.614,10.403,10.983,7.129
2015-07-17 02:00:00+00:00,17.353,10.293,10.684,6.884
2015-07-17 03:00:00+00:00,17.32,10.701,10.862,7.382
2015-07-17 04:00:00+00:00,18.465,12.314,11.573,8.376
2015-07-17 05:00:00+00:00,20.147,13.559,12.426,9.582
2015-07-17 06:00:00+00:00,22.203,14.791,13.495,10.773
2015-07-17 07:00:00+00:00,24.888,16.294,14.652,11.973
2015-07-17 08:00:00+00:00,27.081,17.664,15.715,13.078
2015-07-17 09:00:00+00:00,28.714,18.383,16.589,13.987
2015-07-17 10:00:00+00:00,29.897,18.761,17.28,14.762
2015-07-17 11:00:00+00:00,30.665,18.969,17.846,15.372
2015-07-17 12:00:00+00:00,31.089,18.974,18.193,15.706
2015-07-17 13:00:00+00:00,31.258,18.906,18.466,15.734
2015-07-17 14:00:00+00:00,31.124,18.725,18.48,15.582
2015-07-17 15:00:00+00:00,30.676,18.413,18.22,15.332
2015-07-17 16:00:00+00:00,29.772,18.001,17.646,14.764
2015-07-17 17:00:00+00:00,28.094,17.489,16.875,13.842
2015-07-17 18:00:00+00:00,25.482,16.908,15.618,12.877
2015-07-17 19:00:00+00:00,23.183,16.426,14.596,12.048
2015-07-17 20:00:00+00:00,22.105,16.17,14.018,11.431
2015-07-17 21:00:00+00:00,21.284,16.094,13.672,11.092
2015-07-17 22:00:00+00:00,20.603,16.036,13.507,11.02
2015-07-17 23:00:00+00:00,19.975,15.878,13.328,10.881
2015-07-18 00:00:00+00:00,19.371,15.815,13.142,10.758
2015-07-18 01:00:00+00:00,18.826,15.777,13.094,10.773
2015-07-18 02:00:00+00:00,18.296,15.615,13.189,10.904
2015-07-18 03:00:00+00:00,17.905,15.668,13.505,11.127
2015-07-18 04:00:00+00:00,18.566,16.215,13.955,11.425
2015-07-18 05:00:00+00:00,19.759,16.839,14.46,11.823
2015-07-18 06:00:00+00:00,21.347,17.5,15.014,12.382
2015-07-18 07:00:00+00:00,22.836,18.109,15.731,13.018
2015-07-18 08:00:00+00:00,23.955,18.551,16.468,13.694
2015-07-18 09:00:00+00:00,24.775,18.865,17.232,14.316
2015-07-18 10:00:00+00:00,25.388,19.186,17.825,14.463
2015-07-18 11:00:00+00:00,25.702,19.302,18.443,14.331
2015-07-18 12:00:00+00:00,25.713,19.202,18.781,14.467
2015-07-18 13:00:00+00:00,25.634,18.931,18.897,14.5
2015-07-18 14:00:00+00:00,25.455,18.507,18.752,14.226
2015-07-18 15:00:00+00:00,25.103,17.943,18.321,13.627
2015-07-18 16:00:00+00:00,24.507,17.232,17.632,12.86
2015-07-18 17:00:00+00:00,23.549,16.395,16.688,12.173
2015-07-18 18:00:00+00:00,21.831,15.423,15.544,11.605
2015-07-18 19:00:00+00:00,20.064,14.415,14.45,11.116
2015-07-18 20:00:00+00:00,19.18,13.794,13.645,10.698
